Sistema;Status do Processo;Data Última Distribuição;Assunto Código;Data Primeira Distribuição;Classe Judicial;Órgão Julgador;Parte Polo Ativo?;Parte Polo Passivo?;Parte Outros Participantes?;Data Trânsito Julgado;Tempo em Anos
PJe;D;41.382.618.055.556;3533.0;;283;11ª Vara Federal;S;N;N;15/10/2019;2.0
PJe;D;43.522.529.872.593;7792.0;43.507.717.508.692;386;15ª Vara Federal;S;N;N;22/11/2018;3.0
PJe;D;42.899.743.589.143.900;3604.0;42.899.743.589.143.900;283;12ª Vara Federal;S;N;N;09/04/2018;0.0
PJe;D;43.354.622.795.903;7785.0;43.330.795.994.016;386;15ª Vara Federal;S;N;N;19/06/2018;2.0
PJe;D;43.354.622.795.903;7787.0;43.330.795.994.016;386;15ª Vara Federal;S;N;N;19/06/2018;2.0
PJe;D;43.348.473.069.525;3548.0;43.348.473.069.525;283;12ª Vara Federal;S;N;N;22/01/2020;4.0
PJe;D;43.125.655.311.053;5566.0;43.844.362.003.229;283;11ª Vara Federal;S;N;N;07/03/2019;7.0
PJe;D;42.979.674.672.685;5566.0;42.979.674.672.685;283;15ª Vara Federal;S;N;N;11/01/2019;13.0
PJe;D;42.879.839.604.468;3574.0;42.879.839.604.468;283;9ª Vara Federal;S;N;N;18/12/2017;2.0
PJe;D;43.311.598.271.099.900;3524.0;43.311.598.271.099.900;283;14ª Vara Federal;S;N;N;01/10/2019;3.0
PJe;D;43.321.458.988.299;3419.0;43.752.614.677.731;283;2ª Vara Federal;S;N;N;09/04/2019;6.0
PJe;D;43.321.458.988.299;3419.0;43.752.614.677.731;283;2ª Vara Federal;S;N;N;09/04/2019;7.0
PJe;D;43.321.458.988.299;10851.0;43.269.485.226.794;283;2ª Vara Federal;S;N;N;09/04/2019;7.0
PJe;D;43.013.641.644.954;10636.0;43.013.641.644.954;386;15ª Vara Federal;S;N;N;06/03/2019;11.0
PJe;D;42.969.468.073.044;3548.0;42.969.468.073.044;1733;14ª Vara Federal;S;N;N;30/10/2018;3.0
PJe;D;4.299.347.759.662;5566.0;4.299.347.759.662;283;11ª Vara Federal;S;N;N;13/05/2019;9.0
PJe;D;4.364.465.061.375;3531.0;43.644.540.514.421;283;2ª Vara Federal;S;N;N;17/12/2019;3.0
PJe;D;42.669.425.053.148;10986.0;42.669.425.053.148;283;9ª Vara Federal;S;N;N;04/03/2020;1.0
PJe;D;42.717.726.931.088;3419.0;42.717.646.175.972;279;Ambiente de Inquérito;S;N;N;06/11/2018;7.0
PJe;D;42.466.669.444.444;3531.0;;283;14ª Vara Federal;S;N;N;22/08/2017;3.0
PJe;D;43.199.629.870.336;10906.0;43.199.629.870.336;386;15ª Vara Federal;S;N;N;30/01/2018;15.0
PJe;D;43.199.629.870.336;7792.0;43.199.629.870.336;386;15ª Vara Federal;S;N;N;30/01/2018;15.0
PJe;D;43.584.737.960.718;7785.0;43.584.737.960.718;386;15ª Vara Federal;S;N;N;26/04/2019;2.0
PJe;D;43.584.737.960.718;7792.0;43.584.737.960.718;386;15ª Vara Federal;S;N;N;26/04/2019;2.0
PJe;D;42.663.477.836.875;3432.0;42.663.477.836.875;283;11ª Vara Federal;S;N;N;04/12/2017;1.0
PJe;D;42.787.672.654.086;10851.0;42.787.672.654.086;283;15ª Vara Federal;S;N;N;06/02/2018;5.0
PJe;D;43.067.633.824.005;3637.0;43.067.633.824.005;283;14ª Vara Federal;S;N;N;30/04/2019;4.0
PJe;D;42.969.462.120.486;3417.0;42.968.599.001.736;283;14ª Vara Federal;S;N;N;13/01/2020;2.0
PJe;D;42.969.462.120.486;3417.0;42.968.599.001.736;283;2ª Vara Federal;S;N;N;13/01/2020;2.0
PJe;D;42.969.462.120.486;3542.0;42.968.599.001.736;283;14ª Vara Federal;S;N;N;13/01/2020;2.0
PJe;D;42.969.462.120.486;3542.0;42.968.599.001.736;283;2ª Vara Federal;S;N;N;13/01/2020;2.0
PJe;D;42.969.462.120.486;5571.0;42.968.599.001.736;283;14ª Vara Federal;S;N;N;13/01/2020;2.0
PJe;D;42.969.462.120.486;5571.0;42.968.599.001.736;283;2ª Vara Federal;S;N;N;13/01/2020;2.0
PJe;D;41.877.715.972.222;10637.0;26/08/2014 17:11;283;8ª Vara Federal;S;N;N;18/05/2018;5.0
PJe;D;41.877.715.972.222;10637.0;26/08/2014 17:11;386;8ª Vara Federal;S;N;N;18/05/2018;5.0
PJe;D;42.880.421.226.134;3524.0;43.489.601.886.597;283;9ª Vara Federal;S;N;N;23/04/2018;0.0
PJe;D;4.218.584.375;3548.0;30/06/2015 20:15;283;12ª Vara Federal;S;N;N;03/03/2020;4.0
PJe;D;43.263.466.867.847.000;3432.0;18/09/2015 15:40;283;14ª Vara Federal;S;N;N;19/03/2019;1.0
PJe;D;4.250.075.625;5874.0;10/05/2016 18:09;283;14ª Vara Federal;S;N;N;10/01/2019;3.0
PJe;D;42.478.490.972.222;3539.0;18/04/2016 11:47;283;15ª Vara Federal;S;N;N;24/09/2019;1.0
PJe;D;424.437.125;3642.0;14/03/2016 17:06;283;2ª Vara Federal;S;N;N;28/02/2020;3.0
PJe;D;42.576.706.944.444;5836.0;25/07/2016 16:58;1317;9ª Vara Federal;S;N;N;25/06/2018;1.0
PJe;D;42.678.470.215.405;5566.0;42.678.470.215.405;283;11ª Vara Federal;S;N;N;22/04/2019;7.0
PJe;D;43.019.532.598.102;10906.0;43.019.532.598.102;386;15ª Vara Federal;S;N;N;02/05/2017;8.0
PJe;D;39.195.685.416.667;3614.0;23/04/2007 16:27;386;8ª Vara Federal;S;N;N;25/02/2014;3.0
PJe;D;39.195.685.416.667;3614.0;23/04/2007 16:27;386;8ª Vara Federal;S;N;N;25/02/2014;3.0
PJe;D;42.703.577.071.505;3632.0;42.691.571.370.787;283;2ª Vara Federal;S;N;N;27/04/2018;3.0
PJe;D;4.315.764.347.566;5566.0;4.315.764.347.566;283;9ª Vara Federal;S;N;N;14/05/2018;10.0
PJe;D;43.259.610.571.215;7785.0;43.243.700.068.484;386;15ª Vara Federal;S;N;N;15/02/2017;1.0
PJe;D;43.259.610.571.215;7787.0;43.243.700.068.484;386;14ª Vara Federal;S;N;N;15/02/2017;1.0
PJe;D;43.354.502.710.798.900;7787.0;43.347.583.765.475;386;14ª Vara Federal;S;N;N;17/08/2017;2.0
PJe;D;43.332.755.890.035;10906.0;43.332.755.890.035;386;15ª Vara Federal;S;N;N;21/03/2018;13.0
PJe;D;42.933.748.516.308;3637.0;42.928.719.488.461;283;14ª Vara Federal;S;N;N;02/07/2018;3.0
PJe;D;42.622.554.525.764;3419.0;42.618.661.219.745;283;8ª Vara Federal;S;N;N;17/08/2018;12.0
PJe;D;42.758.754.672.049;3608.0;43.269.359.729.444;283;2ª Vara Federal;S;N;N;25/05/2017;3.0
PJe;D;42.758.754.672.049;3608.0;42.758.464.919.456.000;283;14ª Vara Federal;S;N;N;25/05/2017;3.0
PJe;D;43.173.619.141.632;7785.0;43.173.619.141.632;386;15ª Vara Federal;S;N;N;15/12/2017;2.0
PJe;D;43.173.619.141.632;7787.0;43.173.619.141.632;386;15ª Vara Federal;S;N;N;15/12/2017;2.0
PJe;D;42.873.704.889.722;5566.0;42.873.704.889.722;283;14ª Vara Federal;S;N;N;12/03/2018;3.0
PJe;D;42.873.704.889.722;5566.0;42.873.704.889.722;283;14ª Vara Federal;S;N;N;12/03/2018;4.0
PJe;D;42.998.787.919.317;3533.0;42.998.787.919.317;283;9ª Vara Federal;S;N;N;30/10/2018;2.0
PJe;D;43.362.608.070.266.000;7788.0;43.354.786.786.505;386;15ª Vara Federal;S;N;N;16/08/2016;3.0
PJe;D;43.362.608.070.266.000;7787.0;43.354.786.786.505;386;15ª Vara Federal;S;N;N;16/08/2016;3.0
PJe;D;42.670.732.953.275;11006.0;42.670.732.953.275;283;14ª Vara Federal;S;N;N;29/05/2018;4.0
PJe;D;42.459.668.090.544;10908.0;42.459.668.090.544;386;12ª Vara Federal;S;N;N;03/07/2019;2.0
PJe;D;42.641.789.941.956;3432.0;42.641.789.941.956;283;11ª Vara Federal;S;N;N;26/06/2018;1.0
PJe;D;42.641.789.941.956;3432.0;42.641.789.941.956;283;11ª Vara Federal;S;N;N;15/07/2019;0.0
PJe;D;43.193.781.095;7792.0;43.193.781.095;386;15ª Vara Federal;S;N;N;26/09/2017;12.0
PJe;D;42.662.785.569.016;3637.0;4.266.276.384.287;283;14ª Vara Federal;S;N;N;13/06/2017;3.0
PJe;D;43.080.720.706.932.900;3540.0;43.080.720.706.932.900;283;14ª Vara Federal;S;N;N;15/04/2019;3.0
PJe;D;43.199.676.483.147.900;10906.0;43.199.676.483.147.900;386;15ª Vara Federal;S;N;N;30/01/2018;13.0
PJe;D;42.619.645.160.394;3604.0;42.619.645.160.394;283;14ª Vara Federal;S;N;N;03/05/2019;3.0
PJe;D;42.619.645.160.394;3604.0;42.619.645.160.394;283;14ª Vara Federal;S;N;N;03/05/2019;3.0
PJe;D;42.689.356.432.257;3432.0;42.689.356.432.257;283;11ª Vara Federal;S;N;N;11/03/2018;1.0
PJe;D;43.082.768.424.201;3540.0;43.082.768.424.201;283;14ª Vara Federal;S;N;N;09/04/2019;3.0
PJe;D;43.259.608.529.942;7785.0;43.243.714.719.757;386;15ª Vara Federal;S;N;N;15/02/2017;1.0
PJe;D;43.259.608.529.942;7785.0;43.243.714.719.757;386;14ª Vara Federal;S;N;N;15/02/2017;1.0
PJe;D;43.259.608.529.942;7787.0;43.243.714.719.757;386;15ª Vara Federal;S;N;N;15/02/2017;1.0
PJe;D;43.259.608.529.942;7787.0;43.243.714.719.757;386;14ª Vara Federal;S;N;N;15/02/2017;1.0
PJe;D;42.963.431.210.185;10986.0;42.963.431.210.185;10943;14ª Vara Federal;S;N;N;24/09/2019;1.0
PJe;D;42.759.484.742.361.000;3548.0;42.759.484.742.361.000;283;9ª Vara Federal;S;N;N;23/04/2018;2.0
PJe;D;41.787.707.638.889;3432.0;;283;2ª Vara Federal;S;N;N;05/02/2020;2.0
PJe;D;41.787.707.638.889;3531.0;;283;2ª Vara Federal;S;N;N;05/02/2020;2.0
PJe;D;43.199.727.943.889;7788.0;43.172.490.581.331;386;14ª Vara Federal;S;N;N;18/08/2017;1.0
PJe;D;43.199.727.943.889;7788.0;43.172.490.581.331;386;15ª Vara Federal;S;N;N;18/08/2017;1.0
PJe;D;42.821.564.535.462.900;3417.0;42.821.564.535.462.900;283;2ª Vara Federal;S;N;N;12/03/2019;6.0
PJe;D;42.821.564.535.462.900;3417.0;43.588.753.860.544;283;2ª Vara Federal;S;N;N;12/03/2019;6.0
PJe;D;42.606.540.715.914;3432.0;43.390.577.357.396;283;14ª Vara Federal;S;N;N;29/05/2018;2.0
PJe;D;43.053.375.022.454;3521.0;43.053.375.022.454;283;9ª Vara Federal;S;N;N;16/04/2018;0.0
PJe;D;43.053.375.022.454;3521.0;43.053.375.022.454;283;9ª Vara Federal;S;N;N;23/04/2018;0.0
PJe;D;43.053.375.022.454;3432.0;43.053.375.022.454;283;9ª Vara Federal;S;N;N;23/04/2018;0.0
PJe;D;43.304.603.312.315;7792.0;43.249.706.933.785;386;15ª Vara Federal;S;N;N;16/10/2017;6.0
PJe;D;43.151.614.974.363;3574.0;43.151.614.974.363;283;9ª Vara Federal;S;N;N;17/12/2018;2.0
PJe;D;43.300.679.193.345;5566.0;43.300.679.193.345;283;15ª Vara Federal;S;N;N;23/07/2019;7.0
PJe;D;43.033.480.297.384;3432.0;43.033.480.297.384;283;12ª Vara Federal;S;N;N;13/02/2019;1.0
PJe;D;42.627.754.638.356.000;3432.0;42.627.754.638.356.000;283;9ª Vara Federal;S;N;N;08/11/2018;1.0
PJe;D;43.363.594.834.711;10906.0;43.363.594.834.711;386;15ª Vara Federal;S;N;N;24/04/2018;9.0
PJe;D;42.766.533.966.146;10851.0;42.759.430.795.752;283;14ª Vara Federal;S;N;N;23/07/2019;8.0
PJe;D;42.766.533.966.146;5566.0;42.759.430.795.752;283;14ª Vara Federal;S;N;N;23/07/2019;8.0
PJe;D;42.766.533.966.146;5566.0;42.759.430.795.752;283;15ª Vara Federal;S;N;N;23/07/2019;8.0
PJe;D;42.696.773.156.169;7787.0;42.690.593.148.241;283;10ª Vara Federal;S;N;N;29/01/2018;2.0
PJe;D;42.696.773.156.169;7787.0;42.690.593.148.241;283;8ª Vara Federal;S;N;N;29/01/2018;2.0
PJe;D;42.696.773.156.169;7787.0;4.339.038.685.853;386;8ª Vara Federal;S;N;N;29/01/2018;2.0
PJe;D;43.053.522.527.164;3619.0;43.053.522.527.164;283;14ª Vara Federal;S;N;N;17/03/2020;1.0
PJe;D;42.648.510.969.282.000;5566.0;42.648.510.969.282.000;283;14ª Vara Federal;S;N;N;20/05/2019;7.0
PJe;D;43.241.669.286.412.000;3432.0;43.241.669.286.412.000;283;11ª Vara Federal;S;N;N;07/02/2020;1.0
PJe;D;43.200.594.300.012;7792.0;43.166.676.023.993;386;14ª Vara Federal;S;N;N;28/09/2017;1.0
PJe;D;43.200.594.300.012;7787.0;43.166.676.023.993;386;15ª Vara Federal;S;N;N;28/09/2017;1.0
PJe;D;43.200.594.300.012;7787.0;43.166.676.023.993;386;14ª Vara Federal;S;N;N;28/09/2017;1.0
PJe;D;43.200.594.300.012;7785.0;43.166.676.023.993;386;14ª Vara Federal;S;N;N;28/09/2017;1.0
PJe;D;43.200.582.431.887;7785.0;43.166.671.817.153;386;15ª Vara Federal;S;N;N;18/08/2017;1.0
PJe;D;43.200.582.431.887;7787.0;43.166.671.817.153;386;14ª Vara Federal;S;N;N;18/08/2017;1.0
PJe;D;43.200.582.431.887;7787.0;43.166.671.817.153;386;15ª Vara Federal;S;N;N;18/08/2017;1.0
PJe;D;43.711.592.200.243;5566.0;43.711.592.200.243;283;9ª Vara Federal;S;N;N;15/07/2019;38.0
PJe;D;42.899.723.226.712.900;3432.0;42.899.723.226.712.900;283;11ª Vara Federal;S;N;N;30/07/2018;1.0
PJe;D;42.830.578.370.324;10636.0;42.830.578.370.324;386;11ª Vara Federal;S;N;N;12/10/2016;10.0
PJe;D;42.830.578.370.324;10636.0;43.518.544.265.822.000;386;11ª Vara Federal;S;N;N;12/10/2016;10.0
PJe;D;4.308.851.611.919;5566.0;4.308.851.611.919;283;15ª Vara Federal;S;N;N;15/09/2018;10.0
PJe;D;4.289.237.136.022;7787.0;4.289.237.136.022;386;8ª Vara Federal;S;N;N;02/03/2017;2.0
PJe;D;43.017.499.829.213;5566.0;43.017.499.829.213;283;2ª Vara Federal;S;N;N;26/06/2019;7.0
PJe;D;4.298.648.348.103;3432.0;4.298.648.348.103;283;15ª Vara Federal;S;N;N;18/09/2018;2.0
PJe;D;43.006.731.133.992.900;3431.0;43.006.731.133.992.900;283;11ª Vara Federal;S;N;N;11/12/2018;2.0
PJe;D;4.273.992.653.853;3417.0;4.273.992.653.853;283;9ª Vara Federal;S;N;N;21/04/2017;4.0
PJe;D;4.273.992.653.853;3417.0;4.273.992.653.853;283;9ª Vara Federal;S;N;N;21/04/2017;2.0
PJe;D;4.273.992.653.853;3417.0;4.273.992.653.853;283;9ª Vara Federal;S;N;N;21/04/2017;4.0
PJe;D;4.273.992.653.853;3417.0;4.273.992.653.853;283;9ª Vara Federal;S;N;N;12/05/2017;1.0
PJe;D;42.765.626.049.918.900;3432.0;42.765.626.049.918.900;283;2ª Vara Federal;S;N;N;14/03/2018;1.0
PJe;D;42.783.492.628.171;3539.0;42.783.492.628.171;283;2ª Vara Federal;S;N;N;05/11/2019;3.0
PJe;D;42.783.492.628.171;3432.0;42.783.492.628.171;283;2ª Vara Federal;S;N;N;05/11/2019;3.0
PJe;D;42.699.533.340.891;3579.0;42.699.533.340.891;283;14ª Vara Federal;S;N;N;11/02/2020;2.0
PJe;D;42.293.695.833.333;3432.0;;283;14ª Vara Federal;S;N;N;24/07/2019;1.0
PJe;D;42.922.430.647.581;5566.0;42.922.430.647.581;283;15ª Vara Federal;S;N;N;13/01/2018;4.0
PJe;D;43.584.737.960.718;7787.0;43.584.737.960.718;386;15ª Vara Federal;S;N;N;26/04/2019;2.0
PJe;D;43.556.822.829.815;10906.0;43.556.822.829.815;386;15ª Vara Federal;S;N;N;07/03/2019;9.0
PJe;D;4.287.470.992;3608.0;42.874.679.561.157.000;1733;14ª Vara Federal;S;N;N;23/10/2018;1.0
PJe;D;4.287.470.992;3608.0;42.874.679.561.157.000;1733;2ª Vara Federal;S;N;N;23/10/2018;1.0
PJe;D;42.969.462.120.486;3417.0;42.968.599.001.736;283;2ª Vara Federal;S;N;N;13/01/2020;2.0
PJe;D;42.803.667.868.692;3432.0;42.803.667.868.692;283;14ª Vara Federal;S;N;N;27/11/2018;1.0
PJe;D;43.117.592.741.157;3432.0;43.116.456.088.495;283;14ª Vara Federal;S;N;N;12/12/2018;2.0
PJe;D;42.880.421.226.134;3524.0;42.880.421.226.134;283;9ª Vara Federal;S;N;N;23/04/2018;0.0
PJe;D;43.544.565.823.808;3539.0;43.544.565.823.808;283;9ª Vara Federal;S;N;N;04/11/2019;2.0
PJe;D;43.200.595.288.958;7792.0;43.166.670.280.359;386;14ª Vara Federal;S;N;N;28/09/2017;1.0
PJe;D;43.200.595.288.958;7785.0;43.166.670.280.359;386;15ª Vara Federal;S;N;N;28/09/2017;1.0
PJe;D;43.200.595.288.958;7787.0;43.166.670.280.359;386;15ª Vara Federal;S;N;N;28/09/2017;1.0
PJe;D;42.642.505.572.557.900;3432.0;42.642.505.572.557.900;283;11ª Vara Federal;S;N;N;23/10/2017;1.0
PJe;D;43.019.532.598.102;7792.0;43.019.532.598.102;386;15ª Vara Federal;S;N;N;02/05/2017;8.0
PJe;D;43.326.768.670.926;5566.0;43.326.768.670.926;283;11ª Vara Federal;S;N;N;14/01/2019;9.0
PJe;D;43.195.675.853.067.000;3421.0;43.195.675.853.067.000;283;11ª Vara Federal;S;N;N;22/01/2019;3.0
PJe;D;43.195.675.853.067.000;3421.0;43.195.675.853.067.000;283;11ª Vara Federal;S;N;N;18/01/2019;2.0
PJe;D;43.195.675.853.067.000;3435.0;43.195.675.853.067.000;283;11ª Vara Federal;S;N;N;22/01/2019;3.0
PJe;D;43.195.675.853.067.000;3435.0;43.195.675.853.067.000;283;11ª Vara Federal;S;N;N;18/01/2019;2.0
PJe;D;43.136.790.155.509;5566.0;43.136.790.155.509;283;11ª Vara Federal;S;N;N;27/02/2020;9.0
PJe;D;43.423.599.496.597;3432.0;43.423.599.496.597;283;15ª Vara Federal;S;N;N;25/10/2019;2.0
PJe;D;43.003.659.735.197.000;5566.0;43.003.659.735.197.000;283;15ª Vara Federal;S;N;N;01/10/2019;9.0
PJe;D;43.563.527.447.315;3633.0;43.563.527.447.315;283;15ª Vara Federal;S;N;N;24/03/2020;15.0
PJe;D;43.563.527.447.315;5566.0;43.563.527.447.315;283;15ª Vara Federal;S;N;N;24/03/2020;15.0
PJe;D;42.873.704.889.722;5566.0;42.873.704.889.722;283;14ª Vara Federal;S;N;N;03/12/2019;1.0
PJe;D;43.496.505.870.949;3432.0;43.494.653.762.963;283;14ª Vara Federal;S;N;N;20/08/2019;1.0
PJe;D;43.193.781.095;10906.0;43.193.781.095;386;15ª Vara Federal;S;N;N;26/09/2017;12.0
PJe;D;4.288.567.677.309;3432.0;4.288.567.677.309;283;11ª Vara Federal;S;N;N;22/03/2019;1.0
PJe;D;43.082.768.424.201;3540.0;43.082.768.424.201;1733;14ª Vara Federal;S;N;N;09/04/2019;3.0
PJe;D;42.774.428.855.787;5566.0;42.774.428.855.787;283;11ª Vara Federal;S;N;N;21/05/2018;10.0
PJe;D;41.382.618.055.556;3536.0;;283;11ª Vara Federal;S;N;N;15/10/2019;2.0
PJe;D;41.382.618.055.556;3536.0;;283;11ª Vara Federal;S;N;N;15/10/2019;3.0
PJe;D;41.382.618.055.556;3533.0;;283;11ª Vara Federal;S;N;N;15/10/2019;2.0
PJe;D;41.382.618.055.556;3533.0;;283;11ª Vara Federal;S;N;N;15/10/2019;2.0
PJe;D;41.382.618.055.556;3533.0;;283;11ª Vara Federal;S;N;N;15/10/2019;3.0
PJe;D;43.053.375.022.454;3539.0;43.053.375.022.454;283;9ª Vara Federal;S;N;N;16/04/2018;0.0
PJe;D;43.053.375.022.454;3432.0;43.053.375.022.454;283;9ª Vara Federal;S;N;N;16/04/2018;0.0
